Tanggal,Jam,Hari,Kategori,Menu,Harga,HPP,Qty,Omset,Profit,Hari_Angka,Is_Weekend
2025-06-25,18,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,2,0
2025-06-25,18,Wednesday,Snack,Cireng Open Source,18000,5000,2,36000,26000,2,0
2025-06-25,18,Wednesday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,2,0
2025-06-25,18,Wednesday,Minuman,Kopi Gula Aren Python,20000,7000,2,40000,26000,2,0
2025-06-25,18,Wednesday,Minuman,Cyberpunk Cold Brew,30000,9000,2,60000,42000,2,0
2025-06-25,19,Wednesday,Minuman,Cyberpunk Cold Brew,30000,9000,2,60000,42000,2,0
2025-06-25,19,Wednesday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,2,0
2025-06-25,19,Wednesday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,2,0
2025-06-25,19,Wednesday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,2,0
2025-06-25,19,Wednesday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,2,0
2025-06-25,19,Wednesday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,2,0
2025-06-25,19,Wednesday,Snack,Cireng Open Source,18000,5000,2,36000,26000,2,0
2025-06-25,19,Wednesday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,2,0
2025-06-25,20,Wednesday,Snack,French Fries.zip,22000,7500,1,22000,14500,2,0
2025-06-25,20,Wednesday,Minuman,Null Pointer Americano,22000,4500,3,66000,52500,2,0
2025-06-25,20,Wednesday,Makanan,Mie Goreng .NET Framework,28000,9500,3,84000,55500,2,0
2025-06-25,20,Wednesday,Minuman,Cyberpunk Cold Brew,30000,9000,1,30000,21000,2,0
2025-06-25,20,Wednesday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,2,0
2025-06-25,20,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,2,0
2025-06-25,21,Wednesday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,2,0
2025-06-25,21,Wednesday,Minuman,Single Thread Espresso,15000,3500,2,30000,23000,2,0
2025-06-25,21,Wednesday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,2,0
2025-06-25,21,Wednesday,Snack,Full Stack Platter API,35000,14000,2,70000,42000,2,0
2025-06-25,21,Wednesday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,2,0
2025-06-25,21,Wednesday,Snack,French Fries.zip,22000,7500,1,22000,14500,2,0
2025-06-25,21,Wednesday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,2,0
2025-06-25,21,Wednesday,Snack,French Fries.zip,22000,7500,2,44000,29000,2,0
2025-06-25,21,Wednesday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,2,0
2025-06-25,21,Wednesday,Snack,Croissant.css,25000,10000,1,25000,15000,2,0
2025-06-25,21,Wednesday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,2,0
2025-06-25,22,Wednesday,Snack,Croissant.css,25000,10000,1,25000,15000,2,0
2025-06-25,22,Wednesday,Snack,Cireng Open Source,18000,5000,1,18000,13000,2,0
2025-06-25,22,Wednesday,Snack,Cireng Open Source,18000,5000,2,36000,26000,2,0
2025-06-26,8,Thursday,Minuman,Cookies & Cache Frappe,38000,14500,3,114000,70500,3,0
2025-06-26,8,Thursday,Minuman,Matcha Learning,30000,11000,1,30000,19000,3,0
2025-06-26,8,Thursday,Minuman,Ruby on Rose Tea,26000,7500,2,52000,37000,3,0
2025-06-26,8,Thursday,Minuman,Single Thread Espresso,15000,3500,2,30000,23000,3,0
2025-06-26,8,Thursday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,3,0
2025-06-26,8,Thursday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,3,0
2025-06-26,10,Thursday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,3,105000,66000,3,0
2025-06-26,10,Thursday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,3,0
2025-06-26,12,Thursday,Minuman,Matcha Learning,30000,11000,1,30000,19000,3,0
2025-06-26,12,Thursday,Snack,Cireng Open Source,18000,5000,1,18000,13000,3,0
2025-06-26,12,Thursday,Snack,Token Onion Rings,20000,6000,3,60000,42000,3,0
2025-06-26,13,Thursday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,2,70000,44000,3,0
2025-06-26,13,Thursday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,3,0
2025-06-26,13,Thursday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,3,0
2025-06-26,13,Thursday,Minuman,Latte.js,28000,9500,2,56000,37000,3,0
2025-06-26,13,Thursday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,3,0
2025-06-26,13,Thursday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,3,0
2025-06-26,13,Thursday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,3,0
2025-06-26,13,Thursday,Makanan,Chicken Teriyaki Repo,32000,12500,3,96000,58500,3,0
2025-06-26,13,Thursday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,3,0
2025-06-26,14,Thursday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,3,0
2025-06-26,15,Thursday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,3,0
2025-06-26,15,Thursday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,3,0
2025-06-26,16,Thursday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,3,0
2025-06-26,17,Thursday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,3,0
2025-06-26,17,Thursday,Minuman,Java Chip Frappe,35000,11000,3,105000,72000,3,0
2025-06-26,17,Thursday,Makanan,Fish & Chips.py,40000,16000,3,120000,72000,3,0
2025-06-26,17,Thursday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,3,0
2025-06-26,19,Thursday,Minuman,Cyberpunk Cold Brew,30000,9000,2,60000,42000,3,0
2025-06-26,19,Thursday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,3,0
2025-06-26,20,Thursday,Snack,Cireng Open Source,18000,5000,2,36000,26000,3,0
2025-06-26,20,Thursday,Snack,Token Onion Rings,20000,6000,1,20000,14000,3,0
2025-06-26,20,Thursday,Snack,French Fries.zip,22000,7500,1,22000,14500,3,0
2025-06-26,20,Thursday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,3,0
2025-06-26,20,Thursday,Snack,Full Stack Platter API,35000,14000,3,105000,63000,3,0
2025-06-26,20,Thursday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,3,0
2025-06-26,21,Thursday,Snack,French Fries.zip,22000,7500,1,22000,14500,3,0
2025-06-26,21,Thursday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,3,0
2025-06-26,21,Thursday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,3,0
2025-06-26,21,Thursday,Snack,Potato Wedges Widget,24000,8000,2,48000,32000,3,0
2025-06-26,21,Thursday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,3,0
2025-06-26,22,Thursday,Makanan,Mie Goreng .NET Framework,28000,9500,3,84000,55500,3,0
2025-06-27,8,Friday,Minuman,Null Pointer Americano,22000,4500,3,66000,52500,4,0
2025-06-27,8,Friday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,4,0
2025-06-27,8,Friday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,4,0
2025-06-27,8,Friday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,3,165000,90000,4,0
2025-06-27,8,Friday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,4,0
2025-06-27,8,Friday,Minuman,Ruby on Rose Tea,26000,7500,3,78000,55500,4,0
2025-06-27,9,Friday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,4,0
2025-06-27,9,Friday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,4,0
2025-06-27,9,Friday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,4,0
2025-06-27,9,Friday,Minuman,Latte.js,28000,9500,1,28000,18500,4,0
2025-06-27,10,Friday,Minuman,Matcha Learning,30000,11000,1,30000,19000,4,0
2025-06-27,10,Friday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,4,0
2025-06-27,11,Friday,Snack,Token Onion Rings,20000,6000,1,20000,14000,4,0
2025-06-27,11,Friday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,4,0
2025-06-27,11,Friday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,2,90000,54000,4,0
2025-06-27,11,Friday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,4,0
2025-06-27,12,Friday,Makanan,Mie Goreng .NET Framework,28000,9500,2,56000,37000,4,0
2025-06-27,12,Friday,Makanan,Sate Ayam Serverless,30000,12000,2,60000,36000,4,0
2025-06-27,12,Friday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,4,0
2025-06-27,12,Friday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,4,0
2025-06-27,12,Friday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,2,90000,54000,4,0
2025-06-27,13,Friday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,4,0
2025-06-27,13,Friday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,4,0
2025-06-27,13,Friday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,4,0
2025-06-27,13,Friday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,4,0
2025-06-27,13,Friday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,4,0
2025-06-27,14,Friday,Minuman,Latte.js,28000,9500,1,28000,18500,4,0
2025-06-27,14,Friday,Minuman,Cookies & Cache Frappe,38000,14500,2,76000,47000,4,0
2025-06-27,14,Friday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,4,0
2025-06-27,14,Friday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,2,110000,60000,4,0
2025-06-27,15,Friday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,4,0
2025-06-27,15,Friday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,4,0
2025-06-27,17,Friday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,4,0
2025-06-27,17,Friday,Minuman,Java Chip Frappe,35000,11000,3,105000,72000,4,0
2025-06-27,17,Friday,Minuman,Cloud Macchiato 200 OK,35000,12000,2,70000,46000,4,0
2025-06-27,17,Friday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,4,0
2025-06-27,17,Friday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,4,0
2025-06-27,17,Friday,Minuman,Java Chip Frappe,35000,11000,2,70000,48000,4,0
2025-06-27,18,Friday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,4,0
2025-06-27,19,Friday,Snack,French Fries.zip,22000,7500,1,22000,14500,4,0
2025-06-27,19,Friday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,2,70000,44000,4,0
2025-06-27,19,Friday,Minuman,Latte.js,28000,9500,1,28000,18500,4,0
2025-06-27,19,Friday,Makanan,Spaghetti Code (Bug Free),38000,15000,3,114000,69000,4,0
2025-06-27,19,Friday,Makanan,Mie Goreng .NET Framework,28000,9500,2,56000,37000,4,0
2025-06-27,20,Friday,Snack,Cireng Open Source,18000,5000,2,36000,26000,4,0
2025-06-27,20,Friday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,4,0
2025-06-27,20,Friday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,4,0
2025-06-27,20,Friday,Makanan,Sate Ayam Serverless,30000,12000,2,60000,36000,4,0
2025-06-27,20,Friday,Snack,Croissant.css,25000,10000,1,25000,15000,4,0
2025-06-27,20,Friday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,4,0
2025-06-27,20,Friday,Minuman,Kopi Gula Aren Python,20000,7000,2,40000,26000,4,0
2025-06-27,20,Friday,Snack,Token Onion Rings,20000,6000,2,40000,28000,4,0
2025-06-27,20,Friday,Snack,French Fries.zip,22000,7500,1,22000,14500,4,0
2025-06-27,20,Friday,Snack,Cireng Open Source,18000,5000,1,18000,13000,4,0
2025-06-27,20,Friday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,4,0
2025-06-27,20,Friday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,4,0
2025-06-27,20,Friday,Minuman,Blue Screen Lemonade (Seger),24000,6000,3,72000,54000,4,0
2025-06-27,21,Friday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,4,0
2025-06-27,21,Friday,Snack,French Fries.zip,22000,7500,2,44000,29000,4,0
2025-06-27,21,Friday,Snack,French Fries.zip,22000,7500,2,44000,29000,4,0
2025-06-27,21,Friday,Minuman,Null Pointer Americano,22000,4500,3,66000,52500,4,0
2025-06-27,21,Friday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,4,0
2025-06-27,21,Friday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,4,0
2025-06-27,21,Friday,Minuman,Matcha Learning,30000,11000,1,30000,19000,4,0
2025-06-27,21,Friday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,4,0
2025-06-27,21,Friday,Makanan,Chicken Teriyaki Repo,32000,12500,2,64000,39000,4,0
2025-06-27,21,Friday,Snack,Cireng Open Source,18000,5000,2,36000,26000,4,0
2025-06-27,21,Friday,Snack,Token Onion Rings,20000,6000,1,20000,14000,4,0
2025-06-27,21,Friday,Minuman,Git Push Espresso (Double Shot),25000,5000,3,75000,60000,4,0
2025-06-27,22,Friday,Snack,French Fries.zip,22000,7500,1,22000,14500,4,0
2025-06-27,22,Friday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,4,0
2025-06-27,22,Friday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,4,0
2025-06-27,22,Friday,Snack,Croissant.css,25000,10000,1,25000,15000,4,0
2025-06-27,22,Friday,Minuman,Latte.js,28000,9500,1,28000,18500,4,0
2025-06-27,22,Friday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,4,0
2025-06-28,8,Saturday,Minuman,Git Push Espresso (Double Shot),25000,5000,2,50000,40000,5,1
2025-06-28,8,Saturday,Minuman,Cyberpunk Cold Brew,30000,9000,1,30000,21000,5,1
2025-06-28,8,Saturday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,5,1
2025-06-28,8,Saturday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,5,1
2025-06-28,8,Saturday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,5,1
2025-06-28,9,Saturday,Minuman,Cyberpunk Cold Brew,30000,9000,1,30000,21000,5,1
2025-06-28,9,Saturday,Minuman,Latte.js,28000,9500,1,28000,18500,5,1
2025-06-28,9,Saturday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,5,1
2025-06-28,9,Saturday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,5,1
2025-06-28,9,Saturday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,5,1
2025-06-28,9,Saturday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,5,1
2025-06-28,9,Saturday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,5,1
2025-06-28,9,Saturday,Minuman,Ruby on Rose Tea,26000,7500,2,52000,37000,5,1
2025-06-28,10,Saturday,Snack,Cireng Open Source,18000,5000,2,36000,26000,5,1
2025-06-28,10,Saturday,Minuman,Cookies & Cache Frappe,38000,14500,2,76000,47000,5,1
2025-06-28,10,Saturday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,5,1
2025-06-28,10,Saturday,Minuman,Matcha Learning,30000,11000,1,30000,19000,5,1
2025-06-28,10,Saturday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,5,1
2025-06-28,10,Saturday,Snack,Potato Wedges Widget,24000,8000,3,72000,48000,5,1
2025-06-28,10,Saturday,Minuman,Blue Screen Lemonade (Seger),24000,6000,2,48000,36000,5,1
2025-06-28,10,Saturday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,5,1
2025-06-28,10,Saturday,Minuman,Blue Screen Lemonade (Seger),24000,6000,2,48000,36000,5,1
2025-06-28,10,Saturday,Minuman,Cyberpunk Cold Brew,30000,9000,2,60000,42000,5,1
2025-06-28,10,Saturday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,5,1
2025-06-28,10,Saturday,Minuman,Latte.js,28000,9500,1,28000,18500,5,1
2025-06-28,11,Saturday,Snack,Token Onion Rings,20000,6000,1,20000,14000,5,1
2025-06-28,11,Saturday,Minuman,Cyberpunk Cold Brew,30000,9000,1,30000,21000,5,1
2025-06-28,11,Saturday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,5,1
2025-06-28,11,Saturday,Makanan,Spaghetti Code (Bug Free),38000,15000,2,76000,46000,5,1
2025-06-28,11,Saturday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,5,1
2025-06-28,11,Saturday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,5,1
2025-06-28,12,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,5,1
2025-06-28,12,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,5,1
2025-06-28,12,Saturday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,5,1
2025-06-28,12,Saturday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,5,1
2025-06-28,12,Saturday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,5,1
2025-06-28,12,Saturday,Snack,Full Stack Platter API,35000,14000,2,70000,42000,5,1
2025-06-28,12,Saturday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,2,110000,60000,5,1
2025-06-28,12,Saturday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,5,1
2025-06-28,12,Saturday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,5,1
2025-06-28,12,Saturday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,5,1
2025-06-28,12,Saturday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,5,1
2025-06-28,12,Saturday,Snack,French Fries.zip,22000,7500,1,22000,14500,5,1
2025-06-28,12,Saturday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,5,1
2025-06-28,13,Saturday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,5,1
2025-06-28,13,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,2,56000,37000,5,1
2025-06-28,13,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,5,1
2025-06-28,13,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,5,1
2025-06-28,13,Saturday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,2,70000,44000,5,1
2025-06-28,13,Saturday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,2,90000,54000,5,1
2025-06-28,13,Saturday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,5,1
2025-06-28,13,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,3,84000,55500,5,1
2025-06-28,13,Saturday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,5,1
2025-06-28,13,Saturday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,5,1
2025-06-28,13,Saturday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,5,1
2025-06-28,14,Saturday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,2,110000,60000,5,1
2025-06-28,14,Saturday,Snack,Token Onion Rings,20000,6000,1,20000,14000,5,1
2025-06-28,14,Saturday,Snack,Firewall Nachos (Pedas),28000,11000,3,84000,51000,5,1
2025-06-28,14,Saturday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,5,1
2025-06-28,14,Saturday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,5,1
2025-06-28,15,Saturday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,5,1
2025-06-28,16,Saturday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,5,1
2025-06-28,16,Saturday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,5,1
2025-06-28,16,Saturday,Snack,Croissant.css,25000,10000,2,50000,30000,5,1
2025-06-28,17,Saturday,Minuman,Blue Screen Lemonade (Seger),24000,6000,2,48000,36000,5,1
2025-06-28,17,Saturday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,5,1
2025-06-28,17,Saturday,Snack,Token Onion Rings,20000,6000,1,20000,14000,5,1
2025-06-28,17,Saturday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,5,1
2025-06-28,17,Saturday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,5,1
2025-06-28,18,Saturday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,5,1
2025-06-28,18,Saturday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,5,1
2025-06-28,18,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,3,84000,55500,5,1
2025-06-28,18,Saturday,Snack,French Fries.zip,22000,7500,1,22000,14500,5,1
2025-06-28,18,Saturday,Snack,Potato Wedges Widget,24000,8000,2,48000,32000,5,1
2025-06-28,18,Saturday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,5,1
2025-06-28,18,Saturday,Snack,Cireng Open Source,18000,5000,1,18000,13000,5,1
2025-06-28,19,Saturday,Minuman,Single Thread Espresso,15000,3500,2,30000,23000,5,1
2025-06-28,19,Saturday,Minuman,Matcha Learning,30000,11000,1,30000,19000,5,1
2025-06-28,19,Saturday,Minuman,Matcha Learning,30000,11000,1,30000,19000,5,1
2025-06-28,19,Saturday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,5,1
2025-06-28,19,Saturday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,5,1
2025-06-28,19,Saturday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,5,1
2025-06-28,19,Saturday,Snack,French Fries.zip,22000,7500,1,22000,14500,5,1
2025-06-28,19,Saturday,Minuman,Java Chip Frappe,35000,11000,3,105000,72000,5,1
2025-06-28,20,Saturday,Snack,French Fries.zip,22000,7500,1,22000,14500,5,1
2025-06-28,20,Saturday,Minuman,Ruby on Rose Tea,26000,7500,3,78000,55500,5,1
2025-06-28,20,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,2,56000,37000,5,1
2025-06-28,20,Saturday,Snack,French Fries.zip,22000,7500,1,22000,14500,5,1
2025-06-28,20,Saturday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,5,1
2025-06-28,20,Saturday,Minuman,Git Push Espresso (Double Shot),25000,5000,3,75000,60000,5,1
2025-06-28,20,Saturday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,5,1
2025-06-28,20,Saturday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,5,1
2025-06-28,20,Saturday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,5,1
2025-06-28,20,Saturday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,5,1
2025-06-28,20,Saturday,Snack,Croissant.css,25000,10000,2,50000,30000,5,1
2025-06-28,20,Saturday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,5,1
2025-06-28,20,Saturday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,5,1
2025-06-28,20,Saturday,Minuman,Cloud Macchiato 200 OK,35000,12000,2,70000,46000,5,1
2025-06-28,20,Saturday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,5,1
2025-06-28,20,Saturday,Minuman,Cookies & Cache Frappe,38000,14500,3,114000,70500,5,1
2025-06-28,20,Saturday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,5,1
2025-06-28,20,Saturday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,5,1
2025-06-28,21,Saturday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,5,1
2025-06-28,21,Saturday,Snack,Croissant.css,25000,10000,2,50000,30000,5,1
2025-06-28,21,Saturday,Minuman,Cloud Macchiato 200 OK,35000,12000,2,70000,46000,5,1
2025-06-28,21,Saturday,Minuman,Null Pointer Americano,22000,4500,2,44000,35000,5,1
2025-06-28,21,Saturday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,5,1
2025-06-28,21,Saturday,Makanan,Sate Ayam Serverless,30000,12000,3,90000,54000,5,1
2025-06-28,21,Saturday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,2,70000,44000,5,1
2025-06-28,21,Saturday,Snack,Token Onion Rings,20000,6000,3,60000,42000,5,1
2025-06-28,21,Saturday,Snack,Full Stack Platter API,35000,14000,2,70000,42000,5,1
2025-06-28,21,Saturday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,5,1
2025-06-28,21,Saturday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,5,1
2025-06-28,21,Saturday,Snack,French Fries.zip,22000,7500,3,66000,43500,5,1
2025-06-28,21,Saturday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,5,1
2025-06-28,21,Saturday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,5,1
2025-06-28,21,Saturday,Snack,French Fries.zip,22000,7500,2,44000,29000,5,1
2025-06-28,21,Saturday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,5,1
2025-06-28,21,Saturday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,5,1
2025-06-28,22,Saturday,Snack,Croissant.css,25000,10000,2,50000,30000,5,1
2025-06-28,22,Saturday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,2,110000,60000,5,1
2025-06-28,22,Saturday,Snack,Token Onion Rings,20000,6000,2,40000,28000,5,1
2025-06-28,22,Saturday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,5,1
2025-06-28,22,Saturday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,5,1
2025-06-29,8,Sunday,Minuman,Java Chip Frappe,35000,11000,2,70000,48000,6,1
2025-06-29,8,Sunday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,6,1
2025-06-29,8,Sunday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,6,1
2025-06-29,8,Sunday,Minuman,Kopi Gula Aren Python,20000,7000,2,40000,26000,6,1
2025-06-29,8,Sunday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,6,1
2025-06-29,9,Sunday,Minuman,Matcha Learning,30000,11000,1,30000,19000,6,1
2025-06-29,9,Sunday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,6,1
2025-06-29,10,Sunday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,6,1
2025-06-29,10,Sunday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,6,1
2025-06-29,10,Sunday,Minuman,Single Thread Espresso,15000,3500,2,30000,23000,6,1
